sentence,og_sentence,kmeans_cluster,x,y
bạn cthe cho đơn mình đi sớm được không,B cthe cho đơn mình đi sớm đc k ?,12,-33.154697,32.867138
có về nữa ạ,Có về nữa ạ,2,48.200222,46.027534
vì đang đi biếu nên mình rất cần hàng chuyển,vì mang đi biếu nên mình rất cần hàng chuẩn,6,-16.27593,5.8004
cảm kết cho mình nhé,cam kết cho mình nhé,14,-27.287573,-28.738319
mình ở khương hạ thanh xuân,mình ở khương hạ thanh xuân,13,-47.311512,-13.399744
cho em xin thêm ảnh thực tế được không ạ,cho em xin thêm ảnh thực tế đc k ạ,14,-17.17325,-12.593814
oh vay con mua 2 tấm thôi như thế nào ạ,Oh. Vay con mua 2 tam thi ntn ạ,2,54.978943,7.430227
10p ạ,10p ạ,3,-24.797407,-83.346619
chị giao nốt cho bên vận chuyển em với nhé để em lấy về lắp,"C giao nốt cho bên vc em với nhé, để e lấy về lắp",12,-14.897253,45.009361
em ở ninh bình,E ở ninh bình,4,-50.648151,5.401315
0369952999,0369952999,11,68.332367,-30.406609
tặng thế có à,nặng thế cơ à,2,53.425007,18.957666
không nhận ở nhà nhé,k nhận ở nhà nhé,4,-46.630405,13.720976
mình nhận ở công ty để đi tặng luôn,mình nhận ở cty để đi tặng luôn,6,-13.48287,11.95851
thôi mình đang cần gấp nên giao luôn,thôi mình đang cần gấp nên giao luôn,12,-11.449648,43.39584
0967443336,0967443336,11,69.042236,-36.710552
giao hàng đến 117 trần duy hưng trong ngày mai,giao hàng đến 117 trần duy hưng trong ngày mai,14,-1.648778,-31.656464
muốn mua ghế ăn dặm này,muốn mua ghế ăn dặm này,6,2.556982,4.763063
mình vừa gọi điện,mình vừa gọi điện,6,-21.409992,7.804836
để mình nhờ người qua lấy,Để mình nhờ người qua lấy,1,-13.937758,55.056503
cho mình xin địa chri nhé,Cho mình xin địa chri nhé,14,-26.311829,-29.105537
mình ở 49 gảenia mỹ đình,Mình ở 49 gardenia mỹ đình,10,-47.284561,-49.321041
chị cho em xin ảnh chị biết được không,C cho e xin ảnh chi tiết đc ko,1,-0.557254,59.385735
bộ sản phẩm bao gồm gì và xuất sứ từ đầu vậy shop,bộ sản phẩm bao gồm gì và xuất sứ từ đâu vậy shop ?,8,25.57324,-18.866167
shop là gì shop,Shop là j shop,9,52.930946,55.830006
cho mình hỏi caia vòng tròn này để lắp vào đâu vậy ạ,Cho mình hỏi caia vòng tròn này để lắp vào đâu vậy ạ,14,5.926465,-20.898247
mình ở thành phố hồ chí minh,Minh o tphcm,4,-63.905037,2.538896
nếu minh không lấy khuyến mại co giam không shop,Nếu minh k lay km co giam k sh,13,-37.881512,-19.935976
qua từng sao shop,Qua tang sao sh,14,-2.109092,-13.257795
quách ninh bình cây số 10 ấp tân hợp xuân thành xuân lộc đồng nai 0909660922,"Quách Ninh Bình
 Cây Số 10, Ấp Tân Hợp, Xuân Thành, Xuân Lộc, Đồng Nai. 0909660922",13,-58.038406,-29.037121
cho mình hỏi là silicon hay xpe vậy,Cho mình hỏi là silicon hay XPE vậy ?,6,-0.651846,8.964695
vậy à thế có gì mình qua bên bạn lấy nhé d,vậy ak thế có ji mình qua bên bạn lấy nhé :D,0,19.587017,35.716846
mình ở hoàng hoa thám,mình ở Hoàng Hoa Thám,13,-45.833183,-7.259779
uo đợt này rẻ vậy ạ,Uo đợt này rẻ vậy ạ?,3,7.694191,-77.938728
thôi chị đặt trên này luôn,Thoii c đặt trên này luôn,0,15.513743,49.03426
chị vừa check 2 lần rồi,C vừa check 2 lần rồi,6,-8.504802,1.361372
nhưng kg có ghế này thì chị đặt sao được,Nhg kg có ghế này thì c đặt sao dc,0,19.30191,34.453819
chị kg thấy sản phẩm này trong link shop của em,C kg thấy sp này trong link shop của em,0,19.323565,29.828617
0915636579,0915636579,11,59.074474,-39.676239
cho em xin di ạ,Cho e xin di ạ,12,-39.052429,17.231901
là được tặng ghế đa năng sg116-04 ạ,Là dc tặng ghế đa năng sg116-04 ah,7,14.285008,-29.138954
được chị,Dc c,1,-8.893285,77.661591
hình nguyên nguyễn phương hồng hình k5/217 khu văn hải thị trấn long thành huyện long thành đứng nai đối diện vincom long thành 0916358469,"(Hanh Nguyen)
Nguyễn phương hồng hạnh
k5/217 khu văn hải thị trấn long thành, huyện long thành, đồng nai. Đối diện vincom long thành.
0916358469",13,-61.746124,-17.967943
bé 2 tháng dùng được chưa,Bé 2 tháng dùng đc chưa,0,-3.751176,41.823643
mấy tư thế shop,Mấy tư thế shop?,2,48.227737,15.096296
mà nước trong máy là máy đun sôi rồi giữ ở ndo yêu cầu hay là mình phải bỏ nước đã đun sôi vào ạ,mà nước trong máy là máy đun sôi rồi giữ ở ndo yêu cầu hay là mình phải bỏ nước đã đun sôi vào ạ,7,13.817568,-38.182835
mình thấy qcao là 55 độ ạ,mình thấy qcao là 55 độ ạ?,7,10.752308,-42.772137
em muốn mua thêm 1 bể này,E mún mua thêm 1 bể này,6,4.197923,5.20687
1m6x2m không,1m6x2m k,3,-21.932709,-70.357849
hai loại này có khác gì nhau vậy bạn,Hai loại này có khác gì nhau vậy bạn?,2,42.779266,10.421303
cho tất cả các size lun hay sao bạn,Cho tất cả các size lun hay sao bạn,8,28.846512,-11.529994
đơn giản thêm 100k hả bạn,Đen giảm thêm 100k hả b,3,7.900992,-59.033348
tớ muốn lấy ngựa và bóng,T muốn lấy ngựa và bảng,0,25.257812,26.950853
đùa,Đùa :((,11,71.487244,-27.346111
nhựa coa về nữa không bạn,Ngựa coa về nữa k b,8,17.531115,-8.427589
tháo lắp dễ không,Tháo lắp dễ k,3,1.821343,-59.129795
cái này có vẻ hơn cái cầu trượt nhỉ,Cái này có vẻ hơn cái cầu trượt nhỉ,2,46.060196,24.326731
mình lấy loại này nhé,M lấy loại này nhé,9,38.120216,73.000404
t7 giao được không shop,T7 giao đc k Shop,12,-34.121185,43.188034
quây,Quây,8,37.328316,-9.560716
bên mình có các loại thảm gì,Bên m có các loại thảm j,9,33.982159,42.952354
không gửi sau được sau tại mình bận con nhỏ không ra ngoài đv,Ko gửi sau đc sau. Tại mình bận con nhỏ ko ra ngoài đv,14,-4.427207,-21.243689
thanh toán trước à,Thanh toán trước ak.,8,27.389185,2.431254
bạn oét đâu nhờ,Bạn oét đâu nhờ,3,-7.234442,-70.041214
bạn cho mình xin lại hình ảnh nhé,B cho m xin lại hình ảnh nhé,1,-0.321067,56.365627
nhà mình bên đông anh,Nhà mh bên đông anh,4,-45.512211,8.190106
em đặt thêm 1 quây nữa ạ,em đặt thêm 1 quây nữa ạ.,9,35.927948,49.732109
ô thế ạ,Ô thế ạ,2,56.86805,6.825159
quên mình không hỏi bé mấy tuổi dùng được bạn,Quên mình ko hỏi bé mấy tuổi dùng đk b,12,-10.573888,36.14397
0968598015,0968598015,11,63.988293,-27.726418
cho mình link sản phẩm ấy ạ,Cho mình link sp ấy ạ,0,11.34466,34.408104
xa quá chị tính đặt để làm quà sn cho bé vào cuối tuần này,"Xa quá, chị tính đặt để làm quà sn cho bê vào cuối tuần này",14,1.082508,-25.59691
nguyễn thị hương,Nguyễn thị Hương,4,-52.225822,2.54226
loại rộng này khác loại trên hay dùng 1 kiểu ạ,Loại rung này khác loại trên hay cùng 1 kiểu ạ,2,43.503288,9.488977
cả cũi này luôn,Cả cũi này luôn,2,40.164581,13.021994
còn mẫu này bạn,Con mẫu này b,2,64.675735,41.999397
mình thấy shop ở tân hà nội,mình thấy shop ở tân HN,4,-55.997128,13.664087
ngựa bập bênh hết rồi àh,Ngựa bập bênh hết r àh,3,-10.601592,-71.91082
buzz,Buzz!,11,65.223946,-32.137192
mình còn mấy mẫu vậy bạn,Mình còn mấy mẫu vậy bạn?,9,33.993256,45.280506
hàng này xuất xứ ra sao vậy bạn,Hàng này xuất xứ ra sao vậy bạn?,8,24.015978,-9.247438
37/42d hồ văn long p bình hồng hòa bạn q bình tân,"37/42D Hồ Văn Long, P. Bình Hưng Hòa B, Q. Bình Tân",13,-60.239532,-6.380279
mẫu này nè shop,Mẫu này nè shop,8,40.058521,-12.331068
thảm nhà mình 1m5,Thảm nhà mình 1m5,14,-14.949287,-16.439739
mình muốn lấy mẫu này,Mình muốn lấy mẫu này,9,40.420151,73.176277
mình nhờ chút nhà mình có thảm rồi,"Mình nhờ chút , nhà mình có thảm rồi",12,-13.302304,44.507866
mai bạn cứ qua đấy lấy nhé,Mai bạn cứ qua đấy lấy nhé,12,-12.089856,28.414118
tủ nhé bạn,Tú nhé bạn,6,-10.479943,-6.519427
096 2732252,096 2732252,5,85.553764,-11.159162
mình nhờ người nhận hộ,Mình nhờ ng nhận hộ,6,-26.903925,6.038876
đến 6h tối,Đến 6h tối,3,-6.106914,-56.752361
cả 2 mẫu đều hết ạ,Cả 2 mẫu đều hết ạ,8,40.10368,-1.716624
cả mẫu này với nhé,Cả mẫu này vs nhé,9,41.224583,66.037605
được trước buổi trưa thì tốt quá ạ,Được trước buổi trưa thì tốt quá ạ,14,6.798862,-29.592993
1 15m đó bạn,1.15m đó bạn,8,19.578596,-19.902885
nhà mình khoảng cần chân rộng 1 15m thì cần những thanh nào ạ,Nhà mình khoảng cần chắn rộng 1.15m thì cần những thanh nào ạ,8,35.105968,0.320643
không được kiểm tra ạ,K dc ktra ạ?,12,-49.91436,42.101131
chất lượng thế nào ạ,Chất lượng tn ạ,2,60.420204,7.2819
đây ạ,Đây ạ,8,50.131084,-8.778581
cho mình hỏi,cho mình hỏi,1,1.164492,95.759529
em đi tặng sinh nhật đầy năm,E đi tặng sinh nhật đầy năm,3,-0.223511,-54.437386
ủa shop sao mình chưa nhận được hàng vậy,ủa shop sao mình chưa nhận được hàng vậy,12,-31.028341,43.994202
nhà mình mua đồ bên shop mình mấy lần luôn á,nhà mình mua đồ bên shop mình mấy lần lun á,12,-13.466073,45.340519
hk,hk,10,-66.503136,-58.981026
shop đã gửi đồ cho mình chưa ạ,Shop đã gửi đồ cho mình chưa ạ?,1,-16.084431,64.163292
gửi cho mình nha,Gửi cho mình nha,1,-18.835983,79.686264
vietcombank ạ,Techcombank ạ,3,-0.644079,-75.570923
bạn kiểm tra giúp mình,Bạn ktra giúp mình,12,-36.458687,36.282566
mình lấy cả cái này nha,Mình lấy cả cái này nha,9,38.349274,69.3806
ưetqrth,ưetqrth,11,69.11129,-36.774872
nào,Nào,5,75.119431,9.147087
bên mình có những mẫu cũi bào,Bên mình có những mẫu cũi bào,7,13.583882,-25.735901
để chị đặt hàng trên tiki,Để chị đặt hàng trên tiki,12,-24.680614,48.710968
thế còn ghế nào sao shop,Thế còn ghế nào sao shop,2,62.655807,24.105265
shop còn những loại nào nhỉ,Shop còn những loại nào nhỉ,2,59.08054,18.233274
bé nhà mình mới được 3 tháng,Bé nhà mình mới đc 3 tháng,9,11.611104,55.745777
mình đang có nhu cầu mua ghế ngồi ô tô cho bé sơ sinh,Mình đang có nhu cầu mua ghế ngồi ô tô cho bé sơ sinh,14,10.47505,-18.270346
nhanh cao lắm phải không ạ,Nhìn  cao lắm  phải  ko ạ,8,22.553427,3.722534
gi,Gi,5,90.852859,7.03327
còn hai cái này,Còn hai cái này,2,42.225002,13.746443
đây shop,Đây shop,8,15.350157,8.671185
bây gioè mình mới tìm thấy,Bây gioè mình mới tìm thấy,14,-7.059311,-46.174046
chị,c,1,8.95691,76.216499
8kg mà không thất được vì chật quá không kéo dài ra thêm đ,8kg mà ko thắt đc vì chật quá ko kéo dài ra thêm đ,3,0.331975,-59.270119
em bé nhà mình có 13 tháng,em bé nhà mình có 13 tháng,0,-8.905698,43.056782
cho mình hỏi,Cho mih hoi,1,1.160521,95.759964
cái đó tháo ra giặt được đúng không bạn,Cái đó tháo ra giặt đc đúng k b,8,12.406733,7.061371
mình hỏi thanh chắn cửa ý bạn,Mình hỏi thanh chắn cửa ý b,0,22.893028,28.727163
cho mình hỏi thanh chắn,Cho mình hỏi thanh chắn,0,6.343391,50.576492
mai shop giao giúp em nhé,Mai shop giao giúp em nhé,1,-26.761286,67.073334
vậy ạ,Vậy ah,2,50.582352,39.527271
mẫu này shop ạ,Mẫu này shop ah,2,58.999317,41.854992
cho em cái tháp bóng nữa ngé,Cho em cái tháp bóng nữa ngé,14,-17.938681,-24.559616
tớ gọi lại rồi,Tớ gọi lại rồi,1,-6.923429,63.337303
thế để thứ 2 giai nhé,Thế để thứ 2 giao nhé,8,29.559584,-10.748815
đúng rồi bạn,Đúng rồi bạn,0,-0.092834,47.628242
nên em mới hỏi chị là thoáng tgian nào đó,nên e mới hỏi c là khoảng tgian nào đó,8,28.557697,-8.716454
nên em phải báo người nhận hộ,nên e phải báo ng nhận hộ,6,-12.646983,25.65616
em biết giao hôm nay rồi ạ,e biết giao hnay rồi ạ,12,-37.793385,59.225182
huhuhu,huhuhu,11,65.233345,-36.829891
để em báo người ở nhà nhận,để e báo ng ở nhà nhận,4,-46.522453,13.819822
em gửi rồi chị nhé,e gửi rồi c nhé,1,-18.062891,73.602463
0936252168,0936252168,11,73.177185,-28.438072
0989191112,0989191112,11,70.07502,-28.827028
ngựa bập bênh á bạn,ngựa bập bênh á bạn,7,14.28782,-63.770187
sao mình vô tiki không thấy hàng shop vậy,Sao mình vô tiki k thấy hàng shop vậy,0,-4.523423,37.212769
có đồ đẩy,Có đồ đẩy,7,10.237965,-46.926979
100k nha,100k nha,3,-13.070268,-70.078583
cái bập bênh ngựa nha,Cái bập bênh ngựa nha,7,24.433926,-40.037872
được rồi em nhé,Dc rồi e nhé,1,-29.315182,67.345222
1013 masterla mhé,1013 masterla mhes,5,84.919014,-11.362438
hướng dẫn chị gấp ghế,Hướng dẫn chị gấp ghế,3,4.584501,-60.297447
minh được kiểm tra hang kg bạn,Minh đc kiem tra hang kg ban,13,-40.891647,-13.780823
em chuyển hết luôn,E chuyển hết luôn,12,-24.437307,46.043777
rồi chị nhé,Rồi c nhé,1,-9.254073,68.392441
29 đường 23/8 phường 7 thành phố bạc liêu phụ tùng oto lê khánh anh thư 0963333344,"29. Đường 23/8. Phường 7. Thành phố bạc liêu. ( phụ tùng oto lê khánh )
Anh thư 0963333344",10,-59.224274,-40.993885
cho mình đặt 1c nhé,Cho mình đặt 1c nhé,12,-36.483219,22.975035
tầm bao lâu mới có ạ,Tầm bao lâu mới có ạ,0,25.71954,37.829777
lần trước mình mua bình như 3690 hay s í,Lần trc mình mua hình như 3690 hay s í,8,19.773849,-18.267645
loại này ạ,loại này ạ,2,62.516113,40.548122
với lại cái nôi đưa đa năng nữa ạ,vs lại cái nôi đưa đa năng nữa ạ,7,24.223776,-32.153477
mất thời gian quá,Mất thời gian quá 😔,10,-41.889355,-57.270988
nhớ gửi đủ phụ kiện cho mình nhé,Nhớ gửi đủ phụ kiện cho m nhé,14,-19.184937,-40.37381
nhà mình đệm bông ép,Nhà mình đệm bông ép,3,-10.680895,-59.775784
thế thì có đệm nào mà lắp được,Thế thì có đệm nào mà lắp đc,2,49.246479,35.070927
họ tầm 2 phân mà vẫn không được à,Hở tầm 2 phân mà vẫn ko đc à,8,10.860846,5.692095
2 bên nó hở như thế nào,2 bên nó hở ntn,2,59.953907,13.012584
thanh dầy không,Thanh dầy ko,7,17.494291,-37.101509
thanh đấy là dẹt hay tròn,Thanh đấy là dẹt hay tròn,7,21.993639,-38.94286
uh,Uh,10,-39.963478,-53.481495
chứ mình chưa lắp cái nè bao giờ shop hỏi vậy mình chịu,Chứ mình chưa lắp cái nè bao h shop hỏi vậy mình chịu,6,-4.515348,9.545149
chả lẽ shop chưa lắp nhà ai đệm cũng à,Chả lẽ shop chưa lắp nhà ai đệm cứng à,7,6.799492,-46.26199
bthuong các nhà khác đệm cũng thì thế nào,Bthuong các nhà khác đệm cứng thì tn,7,39.884354,-41.205021
mình cũng không biết nua,Minh cung ko bit nua,6,-15.939178,8.363055
thanh to không,Thanh to ko,0,29.568319,33.768665
1 mẫu này thôi hả shop,1 mẫu này thôi hả shop,2,60.029457,43.678471
thế ạ,Thế ah,2,68.444687,21.978285
sao ạ,Sao ah,2,52.096519,40.324875
mình ở vincom d capitale tòa c7 tuần duy hưng trung hòa cầu giấy,Mình ở vinhome D capitale tòa C7 trần duy hưng trung hòa cầu giáy,10,-51.999268,-47.737984
mình ở trên duy hưng trung hòa cầu giấy,Minhg ở trần duy hưng trung hòa cầu giấy,13,-41.543732,-18.529425
có mấy size hả bạn,Có mấy sz hả b,2,44.942429,43.06337
mẫu số 6 đúng không em,Mẫu số 6 đúng k em,0,22.819525,37.931896
chị thu 0976123822,chị Thuỳ 0976123822,10,-34.657032,-66.58709
0973135947,0973135947,11,61.333176,-37.393803
31710000100078 lê thị kim huỳnh ngân hàng bidv,"31710000100078 Lê Thị Kim Huỳnh,  ngân hàng BIDV",10,-45.978207,-43.728428
thôi đúng gửi,Thôi đừng gửi,0,-10.996275,30.850105
hơn nửa sản phâmt,Hơn nửa sản phâmt,3,-22.326149,-74.219627
sao đắt vậy,Sao đắt vậy,7,21.737766,-52.757416
gửi lại ảnh hộ mình với ạ,gửi lại ảnh hộ mình với ạ,12,-16.398359,43.486176
lấy mình nhé,Lấy mình nhe,1,-15.112829,85.481506
cả 2 luôn hả bạn,Cả 2 luôn hả bạn,9,32.04985,42.444424
bé sơ sinh bạn,Bé sơ sinh bạn,14,8.743015,-23.586653
đồ silicone này đẩy ạ,Đồ silicone này đây ạ,3,8.537527,-77.078499
rm muốn mua thảm silicon ạ,Rm muốn mua thảm silicon ạ,14,2.138436,-39.218517
mình muốn hỏi full bộ nha bạn,M muốn hỏi full bộ nha b,12,-21.010067,29.215109
lúc nào bên bạn giao đến thì gọi số này để lấy đồ 0973759404,lc nào bên b giao đến thì gọi số này để lấy đồ: 0973759404,2,30.250147,18.47521
đến giờ mình vẫn không nhận được hàng,đến giờ mình vẫn k nhận đk hàng,1,-7.411768,60.342804
để mình sắp xếp thời gian đi ra ngoài ạ,để mình sắp xếp thời gian đi ra ngoài ah,3,-0.403681,-54.126926
đúng thùng gói cẩn thận giúp mình mình đem đi tặng cho chị kia mà,Đóng thùng gói cẩn thận giúp mình mình đem đi tặng cho chị kia mà,14,-17.247187,-35.79562
mình thấy trên bài đăng viết thế,Mình thấy trên bài đăng viết thế,14,4.088655,-27.234024
